# origin; destination; customers
20; 73; 248
20; 75; 5
20; 76; 60
20; 78; 15
20; 79; 11
20; 80; 2
20; 81; 43
20; 83; 25
20; 84; 2
20; 85; 115
20; 86; 4
20; 87; 3
20; 88; 1
20; 89; 4
20; 90; 1
20; 91; 2
20; 92; 7
20; 93; 6
20; 94; 2
20; 96; 3
20; 97; 2
20; 98; 12
20; 99; 15
20; 101; 2
20; 102; 5
20; 103; 126
20; 104; 174
20; 105; 1
20; 106; 10
20; 109; 23
20; 110; 34
20; 111; 1
20; 112; 4
20; 113; 6
20; 114; 4
20; 115; 9
20; 116; 8
20; 117; 1
20; 118; 156
20; 119; 4
20; 120; 1
20; 121; 10
20; 122; 1
20; 123; 20
20; 124; 4845
20; 125; 2
20; 126; 8
20; 127; 11
20; 128; 16
20; 129; 17
20; 130; 1
20; 132; 3
20; 133; 35
20; 134; 12
20; 135; 3
20; 136; 80
20; 137; 1
20; 138; 54
20; 139; 551
20; 140; 1
21; 1; 722
21; 2; 6
21; 3; 1
21; 4; 1
21; 5; 4
21; 7; 2
21; 8; 31
21; 9; 9
21; 10; 1
21; 11; 2609
21; 12; 625
21; 13; 4
21; 14; 2
21; 15; 579
21; 16; 5
21; 17; 4
21; 18; 30
21; 20; 26
21; 22; 5
21; 23; 12
21; 24; 17
21; 25; 1
21; 29; 15
21; 30; 58
21; 31; 1
21; 32; 28
21; 33; 318
21; 34; 6
21; 35; 8
21; 36; 1
21; 37; 3
21; 38; 3
21; 39; 5
21; 40; 28
21; 41; 37
21; 42; 151
21; 43; 16
21; 44; 6
21; 45; 1
21; 46; 1
21; 47; 3
21; 50; 5
21; 51; 6
21; 52; 7
21; 53; 2
21; 54; 7
21; 56; 31
21; 58; 2
21; 59; 23
21; 60; 2
21; 61; 17
21; 62; 4
21; 63; 51
21; 64; 9
21; 65; 42
21; 67; 962
21; 70; 3
21; 71; 61
21; 72; 47
21; 73; 398
21; 75; 8
21; 76; 15
21; 78; 3
21; 79; 3
21; 80; 8
21; 81; 49
21; 83; 17
21; 84; 21
21; 85; 679
21; 86; 1
21; 87; 19
21; 88; 1
21; 89; 30
21; 91; 37
21; 92; 23
21; 93; 3
21; 94; 8
21; 95; 1
21; 96; 39
21; 97; 4
21; 98; 22
21; 99; 164
21; 100; 1
21; 101; 6
21; 102; 5
21; 103; 11
21; 104; 26
21; 105; 20
21; 106; 31
21; 109; 7
21; 110; 91
21; 111; 5
21; 112; 5
21; 113; 7
21; 114; 60
21; 115; 92
21; 116; 2
21; 117; 68
21; 118; 74
21; 119; 5
21; 120; 1
21; 121; 14
21; 122; 5
21; 123; 4
21; 124; 29
21; 125; 4
21; 126; 18
21; 127; 40
21; 128; 43
21; 129; 333
21; 130; 1
21; 131; 1
21; 132; 38
21; 133; 33
21; 134; 26
21; 135; 46
21; 136; 106
21; 137; 27
21; 138; 281
21; 139; 2415
21; 140; 42
22; 1; 7
22; 2; 1
22; 3; 1
22; 4; 4
22; 5; 1
22; 8; 215
22; 9; 3
22; 10; 1
22; 11; 9
22; 12; 18
22; 13; 1
22; 14; 1
22; 15; 61
22; 16; 2
22; 17; 6
22; 18; 4
22; 20; 3
22; 21; 5
22; 23; 3
22; 24; 3
22; 29; 4
22; 30; 21
22; 31; 1
22; 32; 1
22; 33; 8
22; 34; 7
22; 35; 15
22; 37; 1
22; 38; 1
22; 39; 25
22; 40; 2
22; 41; 4
22; 42; 1
22; 44; 1
22; 46; 1
22; 47; 1
22; 50; 1
22; 51; 5
22; 52; 1
22; 54; 1
22; 56; 7
22; 59; 2
22; 60; 2
22; 61; 1
22; 62; 2
22; 63; 3
22; 64; 1
22; 65; 5
22; 67; 7
22; 70; 1
22; 71; 2
22; 72; 13
22; 73; 208
22; 75; 1
22; 76; 2
22; 78; 1
22; 79; 1
22; 81; 4
22; 83; 2
22; 84; 1
22; 85; 15
22; 87; 10
22; 89; 20
22; 91; 1
22; 92; 3
22; 94; 1
22; 95; 2
22; 96; 31
22; 97; 1
22; 98; 7
22; 99; 5
22; 100; 1
22; 101; 207
22; 102; 3
22; 103; 2
22; 104; 5
22; 106; 2
22; 109; 1
22; 110; 16
22; 111; 1
22; 112; 1
22; 113; 13
22; 114; 1
22; 115; 8
22; 116; 1
22; 117; 14
22; 118; 4
22; 119; 2
22; 121; 5
22; 122; 1
22; 123; 1
22; 124; 7
22; 125; 1
22; 126; 4
22; 127; 4
22; 128; 6
22; 129; 27
22; 130; 2
22; 132; 22
22; 133; 4
22; 134; 13
22; 135; 2
22; 136; 84
22; 137; 1
22; 138; 16
22; 139; 203
22; 140; 2
23; 1; 19
23; 2; 1
23; 4; 1
23; 5; 26
23; 7; 4
23; 8; 15
23; 9; 1
23; 10; 26
23; 11; 22
23; 12; 27
23; 13; 7
23; 14; 2
23; 15; 44
23; 16; 2
23; 17; 5
23; 18; 4
23; 20; 4
23; 21; 12
23; 22; 3
23; 24; 3
23; 25; 1
23; 29; 5
23; 30; 151
23; 32; 2
23; 33; 17
23; 34; 1
23; 35; 2
23; 37; 4
23; 38; 18
23; 39; 2
23; 40; 16
23; 41; 4
23; 42; 2
23; 44; 5
23; 46; 1
23; 47; 4
23; 51; 2
23; 52; 28
23; 53; 3
23; 56; 3
23; 59; 12
23; 61; 1
23; 62; 138
23; 63; 4
23; 64; 1
23; 65; 10
23; 67; 14
23; 71; 1
23; 72; 16
23; 73; 65
23; 75; 1
23; 76; 2
23; 78; 1
23; 79; 1
23; 80; 1
23; 81; 4
23; 83; 2
23; 84; 2
23; 85; 30
23; 86; 1
23; 87; 4
23; 88; 1
23; 89; 47
23; 90; 2
23; 91; 1
23; 92; 30
23; 94; 23
23; 95; 1
23; 96; 14
23; 97; 4
23; 98; 335
23; 99; 15
23; 100; 1
23; 101; 4
23; 102; 10
23; 103; 2
23; 104; 4
23; 106; 5
23; 109; 1
23; 110; 296
23; 111; 13
23; 112; 4
23; 113; 1
23; 114; 1
23; 115; 7
23; 116; 1
23; 117; 21
23; 118; 9
23; 119; 6
23; 120; 1
23; 121; 31
23; 122; 19
23; 123; 1
23; 124; 5
23; 125; 45
23; 126; 40
23; 127; 32
23; 128; 49
23; 129; 125
23; 132; 28
23; 133; 3
23; 134; 52
23; 135; 1
23; 136; 46
23; 137; 1
23; 138; 48
23; 139; 447
23; 140; 1
24; 1; 63
24; 2; 8
24; 4; 1
24; 5; 1
24; 7; 1
24; 8; 14
24; 11; 22
24; 12; 363
24; 13; 4
24; 15; 5694
24; 16; 1
24; 17; 1
24; 18; 439
24; 20; 22
24; 21; 17
24; 22; 3
24; 23; 3
24; 25; 1
24; 29; 2
24; 30; 11
24; 31; 1
24; 32; 49
24; 33; 4
24; 34; 4
24; 35; 3
24; 38; 1
24; 39; 3
24; 40; 5
24; 41; 105
24; 42; 8
24; 43; 4
24; 44; 5
24; 47; 1
24; 50; 58
24; 51; 2
24; 52; 2
24; 53; 1
24; 54; 94
24; 56; 52
24; 59; 4
24; 60; 1
24; 61; 26
24; 62; 6
24; 63; 162
24; 64; 38
24; 65; 88
24; 67; 26
24; 70; 3
24; 72; 7
24; 73; 261
24; 76; 7
24; 78; 15
24; 80; 30
24; 81; 100
24; 83; 11
24; 84; 46
24; 85; 247
24; 86; 5
24; 87; 5
24; 89; 6
24; 91; 14
24; 92; 5
24; 93; 5
24; 94; 2
24; 96; 7
24; 97; 1
24; 98; 6
24; 99; 18
24; 101; 3
24; 102; 2
24; 103; 8
24; 104; 14
24; 105; 6
24; 106; 400
24; 109; 5
24; 110; 24
24; 111; 1
24; 112; 1
24; 113; 12
24; 114; 6
24; 115; 61
24; 116; 1
24; 117; 3
24; 118; 298
24; 119; 1
24; 121; 4
24; 122; 2
24; 123; 22
24; 124; 25
24; 125; 1
24; 126; 5
24; 127; 9
24; 128; 9
24; 129; 41
24; 130; 1
24; 131; 76
24; 132; 7
24; 133; 29
24; 134; 8
24; 136; 13
24; 137; 2
24; 138; 3
24; 139; 18
25; 1; 1
25; 2; 1
25; 8; 1
25; 11; 1
25; 12; 3
25; 13; 144
25; 15; 14
25; 16; 14
25; 18; 1
25; 19; 1
25; 20; 6
25; 21; 1
25; 23; 1
25; 24; 1
25; 26; 4
25; 29; 32
25; 30; 8
25; 33; 1
25; 35; 1
25; 37; 1
25; 41; 1
25; 44; 1
25; 46; 131
25; 51; 1
25; 56; 2
25; 62; 2
25; 65; 2
25; 67; 1
25; 72; 384
25; 73; 6
25; 76; 2
25; 81; 1
25; 83; 1
25; 85; 2
25; 89; 1
25; 92; 1
25; 96; 1
25; 97; 1
25; 98; 2
25; 99; 1
25; 103; 1
25; 104; 3
25; 109; 1
25; 110; 2
25; 112; 2
25; 115; 1
25; 116; 66
25; 117; 1
25; 118; 3
25; 119; 1
25; 123; 1
25; 124; 6
25; 127; 1
25; 128; 1
25; 129; 3
25; 132; 1
25; 133; 1
25; 134; 1
25; 136; 2
25; 138; 1
25; 139; 14
26; 12; 2
26; 13; 424
26; 15; 8
26; 16; 2
26; 20; 1
26; 25; 4
26; 29; 1
26; 30; 1
26; 46; 22
26; 65; 1
26; 72; 7
26; 73; 2
26; 85; 1
26; 110; 2
26; 112; 1
26; 116; 2
26; 118; 1
26; 124; 1
26; 129; 1
26; 139; 7
27; 15; 1
27; 30; 1
27; 62; 1
27; 73; 1
27; 97; 54
27; 112; 95
28; 2; 1
28; 12; 7
28; 15; 44
28; 18; 9
28; 20; 1
28; 32; 1
28; 41; 11
28; 44; 4
28; 56; 1
28; 61; 22
28; 65; 11
28; 73; 2
28; 75; 1
28; 78; 1
28; 81; 140
28; 83; 2
28; 85; 1
28; 86; 1
28; 93; 1
28; 104; 1
28; 106; 1
28; 118; 4
28; 123; 2
28; 124; 1
28; 129; 1
28; 133; 16
28; 139; 12
29; 1; 29
29; 2; 6
29; 3; 1
29; 4; 1
29; 5; 2
29; 8; 17
29; 10; 1
29; 11; 24
29; 12; 53
29; 13; 242
29; 14; 2
29; 15; 158
29; 16; 13
29; 17; 3
29; 18; 3
29; 19; 1
29; 20; 42
29; 21; 15
29; 22; 4
29; 23; 5
29; 24; 2
29; 25; 32
29; 26; 1
29; 30; 40
29; 31; 1
29; 32; 4
29; 33; 17
29; 34; 3
29; 35; 4
29; 36; 1
29; 37; 3
29; 38; 3
29; 39; 3
29; 40; 7
29; 41; 16
29; 42; 3
29; 44; 32
29; 46; 9
29; 51; 4
29; 52; 3
29; 56; 15
29; 59; 5
29; 61; 5
29; 62; 18
29; 63; 10
29; 65; 59
29; 67; 18
29; 70; 3
29; 71; 1
29; 72; 1048
29; 73; 107
29; 75; 1
29; 76; 9
29; 78; 1
29; 79; 1
29; 80; 2
29; 81; 16
29; 83; 9
29; 84; 4
29; 85; 54
29; 86; 3
29; 87; 17
29; 88; 1
29; 89; 22
29; 92; 7
29; 93; 2
29; 94; 3
29; 95; 1
29; 96; 17
29; 97; 7
29; 98; 15
29; 99; 11
29; 101; 4
29; 102; 4
29; 103; 9
29; 104; 17
29; 105; 5
29; 106; 12
29; 109; 5
29; 110; 35
29; 111; 2
29; 112; 8
29; 113; 1
29; 114; 2
29; 115; 12
29; 116; 22
29; 117; 17
29; 118; 38
29; 119; 4
29; 120; 1
29; 121; 8
29; 122; 4
29; 123; 2
29; 124; 44
29; 125; 2
29; 126; 7
29; 127; 10
29; 128; 14
29; 129; 73
29; 130; 1
29; 132; 18
29; 133; 10
29; 134; 11
29; 136; 46
29; 138; 36
29; 139; 355
30; 1; 98
30; 2; 6
30; 3; 3
30; 4; 4
30; 5; 28
30; 6; 1
30; 7; 6
30; 8; 85
30; 9; 2
30; 10; 124
30; 11; 100
30; 12; 143
30; 13; 88
30; 14; 45
30; 15; 287
30; 16; 20
30; 17; 20
30; 18; 61
30; 19; 1
30; 20; 35
30; 21; 58
30; 22; 21
30; 23; 151
30; 24; 11
30; 25; 8
30; 26; 1
30; 27; 1
30; 29; 40
30; 31; 3
30; 32; 9
30; 33; 76
30; 34; 9
30; 35; 18
30; 36; 2
30; 37; 123
30; 38; 32
30; 39; 13
30; 40; 50
30; 41; 25
30; 42; 11
30; 43; 10
30; 44; 35
30; 46; 7
30; 47; 4
30; 50; 1
30; 51; 10
30; 52; 41
30; 53; 3
30; 54; 8
30; 56; 24
30; 58; 2
30; 59; 33
30; 60; 11
30; 61; 8
30; 62; 2982
30; 63; 25
30; 64; 3
30; 65; 72
30; 66; 1
30; 67; 67
30; 70; 3
30; 71; 5
30; 72; 131
30; 73; 382
30; 75; 3
30; 76; 11
30; 78; 14
30; 79; 4
30; 80; 5
30; 81; 26
30; 83; 10
30; 84; 10
30; 85; 162
30; 86; 4
30; 87; 126
30; 88; 17
30; 89; 175
30; 90; 189
30; 91; 2
30; 92; 63
30; 93; 2
30; 94; 37
30; 95; 4
30; 96; 77
30; 97; 60
30; 98; 883
30; 99; 57
30; 100; 13
30; 101; 23
30; 102; 35
30; 103; 8
30; 104; 19
30; 105; 14
30; 106; 27
30; 108; 1
30; 109; 5
30; 110; 414
30; 111; 22
30; 112; 62
30; 113; 7
30; 114; 7
30; 115; 38
30; 116; 7
30; 117; 92
30; 118; 60
30; 119; 235
30; 120; 46
30; 121; 89
30; 122; 40
30; 123; 19
30; 124; 36
30; 125; 49
30; 126; 81
30; 127; 81
30; 128; 120
30; 129; 435
30; 130; 2
30; 131; 2
30; 132; 117
30; 133; 14
30; 134; 158
30; 135; 3
30; 136; 229
30; 137; 168
30; 138; 190
30; 139; 1849
30; 140; 3
31; 1; 2
31; 8; 5
31; 11; 1
31; 12; 4
31; 15; 20
31; 18; 1
31; 21; 1
31; 22; 1
31; 24; 1
31; 29; 1
31; 30; 3
31; 34; 1
31; 35; 2
31; 39; 1
31; 51; 1
31; 56; 3
31; 63; 1
31; 65; 1
31; 67; 1
31; 72; 1
31; 73; 119
31; 76; 1
31; 81; 1
31; 82; 12
31; 85; 4
31; 87; 1
31; 89; 1
31; 96; 2
31; 98; 1
31; 99; 1
31; 101; 1
31; 104; 1
31; 110; 2
31; 113; 64
31; 115; 1
31; 118; 1
31; 124; 2
31; 129; 3
31; 130; 7
31; 132; 1
31; 133; 1
31; 136; 7
31; 138; 2
31; 139; 21
32; 1; 79
32; 2; 4
32; 5; 1
32; 7; 1
32; 8; 8
32; 9; 1
32; 11; 34
32; 12; 729
32; 13; 3
32; 15; 598
32; 16; 1
32; 17; 1
32; 18; 271
32; 20; 9
32; 21; 28
32; 22; 1
32; 23; 2
32; 24; 49
32; 28; 1
32; 29; 4
32; 30; 9
32; 33; 18
32; 34; 1
32; 35; 1
32; 37; 1
32; 38; 1
32; 39; 1
32; 40; 4
32; 41; 35
32; 42; 10
32; 43; 18
32; 44; 14
32; 50; 31
32; 51; 1
32; 52; 1
32; 54; 9
32; 56; 12
32; 58; 9
32; 59; 2
32; 61; 29
32; 62; 3
32; 63; 50
32; 64; 154
32; 65; 43
32; 67; 34
32; 68; 1
32; 69; 2
32; 70; 1
32; 71; 39
32; 72; 12
32; 73; 74
32; 75; 24
32; 76; 8
32; 78; 7
32; 79; 5
32; 80; 215
32; 81; 73
32; 83; 11
32; 84; 36
32; 85; 231
32; 86; 2
32; 87; 7
32; 89; 9
32; 91; 12
32; 92; 2
32; 93; 3
32; 94; 1
32; 96; 12
32; 97; 1
32; 98; 3
32; 99; 10
32; 101; 1
32; 102; 1
32; 103; 5
32; 104; 12
32; 105; 32
32; 106; 174
32; 109; 4
32; 110; 10
32; 111; 1
32; 112; 1
32; 113; 2
32; 114; 8
32; 115; 19
32; 116; 1
32; 117; 12
32; 118; 45
32; 119; 1
32; 121; 3
32; 122; 2
32; 123; 10
32; 124; 11
32; 126; 2
32; 127; 5
32; 128; 6
32; 129; 49
32; 131; 1
32; 132; 9
32; 133; 30
32; 134; 3
32; 135; 9
32; 136; 28
32; 137; 16
32; 138; 31
32; 139; 288
32; 140; 1
33; 1; 70
33; 2; 6
33; 3; 2
33; 4; 2
33; 5; 6
33; 6; 1
33; 7; 1
33; 8; 52
33; 9; 19
33; 11; 1140
33; 12; 335
33; 13; 5
33; 14; 2
33; 15; 487
33; 16; 6
33; 17; 8
33; 18; 7
33; 20; 1
33; 21; 318
33; 22; 8
33; 23; 17
33; 24; 4
33; 25; 1
33; 29; 17
33; 30; 76
33; 32; 18
33; 34; 8
33; 35; 10
33; 36; 1
33; 37; 4
33; 38; 1
33; 39; 7
33; 40; 46
33; 41; 2
33; 42; 33
33; 43; 3
33; 44; 3
33; 47; 2
33; 50; 1
33; 51; 7
33; 52; 10
33; 53; 1
33; 54; 1
33; 56; 32
33; 59; 31
33; 60; 2
33; 61; 14
33; 62; 2
33; 63; 35
33; 64; 2
33; 65; 38
33; 67; 317
33; 70; 3
33; 71; 9
33; 72; 52
33; 73; 560
33; 75; 2
33; 76; 15
33; 78; 1
33; 79; 1
33; 80; 6
33; 81; 40
33; 83; 16
33; 84; 13
33; 85; 328
33; 87; 15
33; 88; 1
33; 89; 51
33; 91; 5
33; 92; 31
33; 93; 3
33; 94; 10
33; 95; 2
33; 96; 22
33; 97; 5
33; 98; 30
33; 99; 188
33; 100; 1
33; 101; 9
33; 102; 9
33; 103; 11
33; 104; 25
33; 105; 5
33; 106; 4
33; 109; 7
33; 110; 128
33; 111; 6
33; 112; 6
33; 113; 3
33; 114; 18
33; 115; 92
33; 116; 3
33; 117; 77
33; 118; 5
33; 119; 6
33; 120; 1
33; 121; 26
33; 122; 2
33; 123; 1
33; 124; 30
33; 125; 5
33; 126; 30
33; 127; 59
33; 128; 69
33; 129; 708
33; 130; 1
33; 132; 75
33; 133; 28
33; 134; 42
33; 135; 8
33; 136; 108
33; 137; 327
33; 138; 357
33; 139; 4666
33; 140; 257
34; 1; 14
34; 2; 1
34; 3; 1
34; 4; 2
34; 8; 27
34; 9; 1
34; 11; 10
34; 12; 16
34; 13; 3
34; 15; 55
34; 16; 2
34; 17; 2
34; 18; 4
34; 20; 8
34; 21; 6
34; 22; 7
34; 23; 1
34; 24; 4
34; 29; 3
34; 30; 9
34; 31; 1
34; 32; 1
34; 33; 8
34; 35; 11
34; 37; 1
34; 38; 1
34; 39; 7
34; 40; 2
34; 41; 4
34; 42; 1
34; 44; 3
34; 46; 1
34; 48; 3
34; 51; 8
34; 52; 1
34; 54; 1
34; 56; 11
34; 59; 1
34; 61; 1
34; 62; 3
34; 63; 5
34; 64; 1
34; 65; 8
34; 67; 9
34; 70; 1
34; 71; 1
34; 72; 11
34; 73; 201
34; 75; 1
34; 76; 2
34; 78; 1
34; 79; 1
34; 80; 1
34; 81; 4
34; 83; 2
34; 84; 2
34; 85; 24
34; 87; 2
34; 89; 11
34; 91; 1
34; 92; 1
34; 94; 1
34; 95; 1
34; 96; 19
34; 97; 1
34; 98; 3
34; 99; 3
34; 101; 6
34; 102; 2
34; 103; 2
34; 104; 4
34; 106; 4
34; 109; 1
34; 110; 7
34; 112; 1
34; 113; 16
34; 114; 1
34; 115; 10
34; 116; 1
34; 117; 10
34; 118; 15
34; 119; 1
34; 121; 3
34; 122; 1
34; 123; 1
34; 124; 8
34; 126; 2
34; 127; 2
34; 128; 4
34; 129; 25
34; 130; 8
34; 132; 11
34; 133; 3
34; 134; 4
34; 135; 1
34; 136; 42
34; 138; 15
34; 139; 172
34; 140; 1
35; 1; 15
35; 2; 1
35; 3; 1
35; 4; 25
35; 5; 1
35; 8; 41
35; 9; 1
35; 10; 1
35; 11; 13
35; 12; 17
35; 13; 6
35; 15; 47
35; 16; 3
35; 17; 4
35; 18; 4
35; 20; 7
35; 21; 8
35; 22; 15
35; 23; 2
35; 24; 3
35; 25; 1
35; 29; 4
35; 30; 18
35; 31; 2
35; 32; 1
35; 33; 10
35; 34; 11
35; 36; 1
35; 37; 1
35; 38; 1
35; 39; 42
35; 40; 3
35; 41; 4
35; 42; 1
35; 44; 3
35; 46; 1
35; 51; 16
35; 52; 1
35; 56; 6
35; 59; 2
35; 61; 1
35; 62; 6
35; 63; 4
35; 64; 1
35; 65; 8
35; 67; 10
35; 70; 1
35; 71; 1
35; 72; 15
35; 73; 147
35; 75; 1
35; 76; 2
35; 78; 1
35; 79; 1
35; 80; 1
35; 81; 3
35; 83; 2
35; 84; 2
35; 85; 25
35; 87; 3
35; 89; 21
35; 92; 2
35; 94; 1
35; 95; 1
35; 96; 22
35; 97; 1
35; 98; 6
35; 99; 5
35; 101; 12
35; 102; 4
35; 103; 2
35; 104; 4
35; 106; 4
35; 109; 1
35; 110; 13
35; 111; 1
35; 112; 1
35; 113; 7
35; 114; 1
35; 115; 8
35; 116; 1
35; 117; 14
35; 118; 12
35; 119; 2
35; 121; 6
35; 122; 2
35; 123; 1
35; 124; 7
35; 125; 1
35; 126; 4
35; 127; 4
35; 128; 7
35; 129; 38
35; 130; 2
35; 132; 19
35; 133; 3
35; 134; 9
35; 135; 1
35; 136; 56
35; 138; 21
35; 139; 240
35; 140; 1
36; 1; 1
36; 3; 1
36; 6; 1
36; 8; 1
36; 11; 1
36; 12; 2
36; 13; 5
36; 15; 6
36; 16; 2
36; 20; 2
36; 21; 1
36; 29; 1
36; 30; 2
36; 33; 1
36; 35; 1
36; 41; 1
36; 44; 1
36; 51; 1
36; 56; 1
36; 62; 1
36; 65; 1
36; 66; 1
36; 67; 1
36; 72; 4
36; 73; 7
36; 85; 2
36; 89; 1
36; 96; 1
36; 98; 1
36; 110; 1
36; 115; 1
36; 116; 1
36; 117; 1
36; 118; 2
36; 124; 1
36; 128; 1
36; 129; 3
36; 132; 1
36; 134; 1
36; 136; 3
36; 138; 2
36; 139; 18
37; 1; 5
37; 5; 1
37; 8; 4
37; 10; 1
37; 11; 5
37; 12; 8
37; 13; 8
37; 14; 42
37; 15; 18
37; 16; 1
37; 17; 1
37; 18; 1
37; 20; 2
37; 21; 3
37; 22; 1
37; 23; 4
37; 25; 1
37; 29; 3
37; 30; 123
37; 32; 1
37; 33; 4
37; 34; 1
37; 35; 1
37; 38; 1
37; 39; 1
37; 40; 2
37; 41; 2
37; 42; 1
37; 44; 2
37; 51; 1
37; 52; 2
37; 56; 2
37; 59; 2
37; 61; 1
37; 62; 32
37; 63; 1
37; 65; 5
37; 67; 4
37; 72; 8
37; 73; 20
37; 76; 1
37; 81; 2
37; 83; 1
37; 84; 1
37; 85; 9
37; 88; 7
37; 89; 7
37; 90; 1
37; 92; 3
37; 94; 2
37; 96; 4
37; 97; 16
37; 98; 16
37; 99; 3
37; 101; 1
37; 102; 1
37; 103; 1
37; 104; 1
37; 106; 2
37; 110; 17
37; 111; 1
37; 112; 16
37; 115; 2
37; 116; 1
37; 117; 4
37; 118; 4
37; 119; 14
37; 120; 17
37; 121; 3
37; 122; 2
37; 124; 2
37; 125; 1
37; 126; 3
37; 127; 4
37; 128; 5
37; 129; 21
37; 132; 5
37; 133; 1
37; 134; 5
37; 136; 11
37; 138; 9
37; 139; 90
38; 1; 4
38; 2; 1
38; 5; 3
38; 7; 8
38; 8; 3
38; 9; 1
38; 10; 1
38; 11; 5
38; 12; 16
38; 13; 1
38; 14; 1
38; 15; 33
38; 16; 1
38; 17; 1
38; 18; 2
38; 20; 1
38; 21; 3
38; 22; 1
38; 23; 18
38; 24; 1
38; 29; 3
38; 30; 32
38; 32; 1
38; 33; 1
38; 34; 1
38; 35; 1
38; 37; 1
38; 39; 1
38; 40; 12
38; 41; 1
38; 42; 1
38; 44; 1
38; 47; 136
38; 51; 1
38; 52; 13
38; 53; 38
38; 56; 3
38; 59; 31
38; 61; 1
38; 62; 3
38; 63; 1
38; 65; 4
38; 67; 3
38; 71; 1
38; 72; 9
38; 73; 26
38; 76; 2
38; 81; 3
38; 83; 2
38; 85; 9
38; 87; 6
38; 89; 10
38; 91; 1
38; 92; 63
38; 94; 6
38; 96; 1
38; 98; 20
38; 99; 16
38; 100; 1
38; 101; 1
38; 102; 3
38; 103; 1
38; 104; 3
38; 106; 1
38; 110; 635
38; 111; 2
38; 112; 2
38; 113; 1
38; 115; 1
38; 117; 2
38; 118; 1
38; 119; 2
38; 121; 15
38; 122; 177
38; 124; 3
38; 125; 5
38; 126; 65
38; 127; 96
38; 128; 183
38; 129; 64
38; 132; 5
38; 133; 3
38; 134; 23
38; 135; 1
38; 136; 11
38; 137; 1
38; 138; 18
38; 139; 150
38; 140; 2
39; 1; 9
39; 2; 1
39; 3; 1
39; 4; 57
39; 8; 47
39; 9; 1
39; 10; 1
39; 11; 8
39; 12; 10
39; 13; 2
39; 15; 36
39; 16; 2
39; 17; 3
39; 18; 3
39; 20; 5
39; 21; 5
39; 22; 25
39; 23; 2
39; 24; 3
39; 29; 3
39; 30; 13
39; 31; 1
39; 32; 1
39; 33; 7
39; 34; 7
39; 35; 42
39; 37; 1
39; 38; 1
39; 40; 2
39; 41; 3
39; 42; 1
39; 44; 2
39; 46; 1
39; 51; 6
39; 52; 1
39; 56; 5
39; 59; 1
39; 60; 1
39; 61; 1
39; 62; 4
39; 63; 3
39; 64; 1
39; 65; 4
39; 67; 6
39; 71; 1
39; 72; 10
39; 73; 114
39; 75; 1
39; 76; 2
39; 78; 1
39; 79; 1
39; 81; 3
39; 83; 1
39; 84; 1
39; 85; 15
39; 87; 3
39; 89; 15
39; 92; 2
39; 94; 1
39; 95; 1
39; 96; 18
39; 97; 1
39; 98; 4
39; 99; 3
39; 101; 16
39; 102; 3
39; 103; 1
39; 104; 3
39; 106; 2
39; 109; 1
39; 110; 8
39; 112; 1
39; 113; 9
39; 115; 5
39; 116; 1
39; 117; 10
39; 118; 8
39; 119; 1
39; 121; 4
39; 122; 1
39; 123; 1
39; 124; 5
39; 125; 1
39; 126; 3
39; 127; 2
39; 128; 4
39; 129; 24
39; 130; 2
39; 132; 14
39; 133; 2
39; 134; 6
39; 135; 1
39; 136; 47
39; 138; 14
39; 139; 163
39; 140; 1
40; 1; 22
40; 2; 2
40; 3; 1
40; 5; 8
40; 7; 11
40; 8; 12
40; 9; 3
40; 10; 2
40; 11; 59
40; 12; 69
40; 13; 2
40; 14; 1
40; 15; 115
40; 16; 3
40; 17; 4
40; 18; 10
40; 20; 9
40; 21; 28
40; 22; 2
40; 23; 16
40; 24; 5
40; 29; 7
40; 30; 50
40; 32; 4
40; 33; 46
40; 34; 2
40; 35; 3
40; 37; 2
40; 38; 12
40; 39; 2
40; 41; 9
40; 42; 4
40; 43; 1
40; 44; 3
40; 46; 1
40; 47; 9
40; 50; 1
40; 51; 2
40; 52; 12
40; 53; 5
40; 54; 1
40; 56; 8
40; 58; 1
40; 59; 119
40; 60; 1
40; 61; 4
40; 62; 7
40; 63; 5
40; 64; 2
40; 65; 12
40; 67; 26
40; 70; 1
40; 71; 8
40; 72; 23
40; 73; 87
40; 75; 2
40; 76; 5
40; 78; 1
40; 79; 1
40; 80; 1
40; 81; 11
40; 83; 5
40; 84; 2
40; 85; 44
40; 87; 16
40; 88; 1
40; 89; 52
40; 91; 4
40; 92; 66
40; 93; 1
40; 94; 16
40; 95; 1
40; 96; 16
40; 97; 3
40; 98; 24
40; 99; 199
40; 100; 2
40; 101; 3
40; 102; 7
40; 103; 4
40; 104; 8
40; 105; 1
40; 106; 6
40; 109; 2
40; 110; 227
40; 111; 8
40; 112; 3
40; 113; 3
40; 114; 2
40; 115; 10
40; 116; 1
40; 117; 44
40; 118; 20
40; 119; 4
40; 120; 1
40; 121; 21
40; 122; 37
40; 123; 2
40; 124; 10
40; 125; 5
40; 126; 41
40; 127; 363
40; 128; 349
40; 129; 1661
40; 132; 39
40; 133; 9
40; 134; 30
40; 135; 4
40; 136; 56
40; 137; 5
40; 138; 216
40; 139; 1344
40; 140; 15
41; 1; 21
41; 2; 49
41; 3; 1
41; 5; 1
41; 7; 1
41; 8; 7
41; 9; 1
41; 10; 1
41; 11; 10
41; 12; 254
41; 13; 12
41; 14; 1
41; 15; 5038
